
codice_cliente,value_segment,life_stage,num_products,engagement_level,strategic_segment,nba_recommendation,urgency_tier,cluster,num_claims,total_claim_amount,num_complaints,num_interactions,conversion_rate,casa_owned,salute_owned,investimento_owned,pip_owned
15235,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15236,Upper-Retail,Pre-Retirement,1,Champion,Upper-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,1.0,3.0,0.3333333333333333,0,0,0,0
15237,Upper-Retail,Established Family,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,3,0.0,0.0,2.0,0.0,0.0,0,0,1,0
15238,Mid-Retail,Established Family,1,Champion,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
15239,Mid-Retail,Retired,1,Neutral,Mid-Retail Retired,Casa,HIGH,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
15240,Mid-Retail,Established Family,1,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
15241,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,1.0,4.0,0.0,0,0,0,0
15242,Upper-Retail,Established Family,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,0,1.0,29277.0,4.0,2.0,0.0,0,0,1,0
15243,Mid-Retail,Established Family,1,Neutral,Mid-Retail Established Family,Casa,LOW,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
15244,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,HIGH,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
15245,Mid-Retail,Established Family,3,Neutral,Mid-Retail Established Family,Casa,LOW,-1,0.0,0.0,3.0,2.0,0.0,0,0,1,0
15246,Entry-Retail,Established Family,2,Neutral,Entry-Retail Established Family,Casa,LOW,-1,0.0,0.0,3.0,1.0,0.0,0,0,0,0
15247,Mid-Retail,Established Professional,2,Neutral,Mid-Retail Established Professional,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15248,Upper-Retail,Young Family,2,Neutral,Affluent Young Families,Casa+Salute,MEDIUM,3,0.0,0.0,2.0,3.0,0.0,0,0,1,0
15249,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
15250,Mid-Retail,Retired,1,Neutral,Mid-Retail Retired,Casa,MEDIUM,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
15251,Entry-Retail,Pre-Retirement,2,Neutral,Entry-Retail Pre-Retirement,Casa,MEDIUM,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15252,Upper-Retail,Young Family,1,Neutral,Affluent Young Families,Casa+Salute,MEDIUM,-1,0.0,0.0,2.0,0.0,0.0,0,0,0,0
15253,Mid-Retail,Pre-Retirement,2,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,3.0,1.0,0.0,0,0,0,0
15254,Mid-Retail,Young Professional,1,Neutral,Mid-Retail Young Professional,Casa,LOW,-1,1.0,16797.0,1.0,0.0,0.0,0,0,0,0
15255,Entry-Retail,Retired,1,Champion,Entry-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,1.0,3.0,0.3333333333333333,0,0,0,0
15256,Mid-Retail,Pre-Retirement,1,Neutral,Mid-Retail Pre-Retirement,Casa,MEDIUM,-1,0.0,0.0,2.0,0.0,0.0,0,0,0,0
15257,Mid-Retail,Young Single,2,Neutral,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,2.0,2.0,0.0,0,0,1,0
15258,Mid-Retail,Established Professional,1,Neutral,Mid-Retail Established Professional,Casa,MEDIUM,-1,0.0,0.0,2.0,4.0,0.25,0,0,0,0
15259,Entry-Retail,Young Professional,0,At-Risk,Entry-Retail Young Professional,Casa,LOW,-1,0.0,0.0,0.0,3.0,0.0,0,0,0,0
15260,Mid-Retail,Young Professional,1,Neutral,Mid-Retail Young Professional,Casa,LOW,-1,1.0,16713.0,2.0,4.0,0.25,0,0,0,0
15261,Mid-Retail,Established Family,3,At-Risk,Mid-Retail Established Family,Casa,HIGH,-1,1.0,18397.0,3.0,0.0,0.0,0,0,1,0
15262,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,2.0,3.0,0.0,0,0,0,0
15263,Mid-Retail,Young Family,3,Champion,Mid-Retail Young Family,Casa,HIGH,-1,0.0,0.0,5.0,2.0,0.0,0,0,1,0
15264,Entry-Retail,Young Single,0,Neutral,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
15265,Upper-Retail,Established Family,1,Champion,Upper-Retail Established Family,Casa,HIGH,-1,0.0,0.0,2.0,6.0,0.3333333333333333,0,0,0,0
15266,Mid-Retail,Established Professional,1,Neutral,Mid-Retail Established Professional,Casa,LOW,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
15267,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,2.0,4.0,0.0,0,0,0,0
15268,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15269,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,2.0,5.0,0.0,0,0,0,0
15270,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,3.0,3.0,0.0,0,0,1,0
15271,Upper-Retail,Pre-Retirement,1,Neutral,Upper-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,2.0,0.0,0.0,0,0,0,0
15272,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
15273,Mid-Retail,Pre-Retirement,2,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15274,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,1.0,2.0,0.5,0,0,0,0
15275,Mid-Retail,Retired,1,Neutral,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
15276,Mid-Retail,Established Professional,0,Neutral,Mid-Retail Established Professional,Casa,MEDIUM,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
15277,Mid-Retail,Young Single,0,At-Risk,Mid-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15278,Mid-Retail,Pre-Retirement,0,At-Risk,Mid-Retail Pre-Retirement,Casa,MEDIUM,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15279,Mid-Retail,Retired,1,At-Risk,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
15280,Mid-Retail,Retired,1,At-Risk,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
15281,Mid-Retail,Young Professional,3,Champion,Mid-Retail Young Professional,Casa,HIGH,-1,1.0,20533.0,4.0,0.0,0.0,0,0,1,0
15282,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,3.0,3.0,0.3333333333333333,0,0,1,0
15283,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,3.0,5.0,0.2,0,0,1,0
15284,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,1.0,11046.0,3.0,2.0,0.0,0,0,0,0
15285,Entry-Retail,Retired,0,Neutral,Entry-Retail Retired,Casa,MEDIUM,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
15286,Upper-Retail,Pre-Retirement,3,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,MEDIUM,0,1.0,40033.0,3.0,1.0,0.0,0,0,1,0
15287,Upper-Retail,Pre-Retirement,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,1,0.0,0.0,3.0,6.0,0.0,0,0,1,0
15288,Mid-Retail,Established Professional,3,Champion,Mid-Retail Established Professional,Casa,CRITICAL,-1,0.0,0.0,4.0,1.0,0.0,0,0,1,0
15289,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,1.0,49278.0,3.0,4.0,0.0,0,0,1,0
15290,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15291,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,3.0,4.0,0.25,0,0,0,0
15292,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
15293,Entry-Retail,Pre-Retirement,2,Champion,Entry-Retail Pre-Retirement,Casa,HIGH,-1,1.0,11131.0,3.0,4.0,0.0,0,0,0,0
15294,Mid-Retail,Established Family,3,Champion,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,4.0,2.0,0.5,0,0,1,0
15295,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
15296,Mid-Retail,Young Family,1,At-Risk,Mid-Retail Young Family,Casa,LOW,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
15297,Mid-Retail,Retired,1,At-Risk,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
15298,Mid-Retail,Established Family,1,Neutral,Mid-Retail Established Family,Casa,LOW,-1,1.0,5456.0,2.0,1.0,0.0,0,0,0,0
15299,Mid-Retail,Young Single,0,At-Risk,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
15300,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,4.0,4.0,0.0,0,0,1,0
15301,Mid-Retail,Retired,1,Neutral,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,1.0,4.0,0.0,0,0,0,0
15302,Upper-Retail,Retired,1,Neutral,Upper-Retail Retired,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15303,Mid-Retail,Established Family,3,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,1.0,16235.0,3.0,2.0,0.5,0,0,1,0
15304,Mid-Retail,Young Single,0,At-Risk,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
15305,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,1.0,9.0,0.3333333333333333,0,0,0,0
15306,Mid-Retail,Established Family,3,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,4.0,3.0,0.0,0,0,1,0
15307,Mid-Retail,Established Family,0,At-Risk,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
15308,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15309,Upper-Retail,Young Professional,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,0,1.0,8990.0,4.0,6.0,0.0,0,0,1,0
15310,Upper-Retail,Young Professional,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,1,0.0,0.0,3.0,6.0,0.0,0,0,1,0
15311,Entry-Retail,Young Single,0,Neutral,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,3.0,0.0,0,0,0,0
15312,Mid-Retail,Young Family,1,Neutral,Mid-Retail Young Family,Casa,LOW,-1,0.0,0.0,1.0,5.0,0.0,0,0,0,0
15313,Upper-Retail,Pre-Retirement,2,Champion,Upper-Retail Pre-Retirement,Casa,HIGH,2,0.0,0.0,2.0,2.0,0.0,0,0,0,0
15314,Mid-Retail,Young Professional,1,Neutral,Mid-Retail Young Professional,Casa,MEDIUM,-1,0.0,0.0,1.0,6.0,0.16666666666666666,0,0,0,0
15315,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,4.0,0.0,0,0,0,0
15316,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
15317,Mid-Retail,Young Family,2,Neutral,Mid-Retail Young Family,Casa,MEDIUM,-1,0.0,0.0,3.0,4.0,0.0,0,0,1,0
15318,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
15319,Mid-Retail,Young Professional,0,At-Risk,Mid-Retail Young Professional,Casa,HIGH,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15320,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,3.0,0.0,0,0,0,0
15321,Entry-Retail,Young Family,1,Neutral,Entry-Retail Young Family,Casa,MEDIUM,-1,1.0,10259.0,1.0,0.0,0.0,0,0,0,0
15322,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
15323,Upper-Retail,Established Family,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,0,1.0,19670.0,3.0,3.0,0.0,0,0,1,0
15324,Mid-Retail,Young Professional,1,Neutral,Mid-Retail Young Professional,Casa,LOW,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
15325,Entry-Retail,Established Professional,2,Neutral,Entry-Retail Established Professional,Casa,LOW,-1,1.0,24705.0,2.0,3.0,0.0,0,0,0,0
15326,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
15327,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15328,Mid-Retail,Young Family,3,Champion,Mid-Retail Young Family,Casa,CRITICAL,-1,1.0,34933.0,4.0,4.0,0.0,0,0,1,0
15329,Upper-Retail,Established Family,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,3,0.0,0.0,2.0,2.0,0.0,0,0,1,0
15330,Mid-Retail,Young Professional,2,Champion,Mid-Retail Young Professional,Casa,HIGH,-1,0.0,0.0,3.0,3.0,0.0,0,0,1,0
15331,Mid-Retail,Young Family,2,Champion,Mid-Retail Young Family,Casa,HIGH,-1,0.0,0.0,3.0,3.0,0.0,0,0,0,0
15332,Mid-Retail,Retired,1,Neutral,Mid-Retail Retired,Casa,MEDIUM,-1,0.0,0.0,1.0,3.0,0.3333333333333333,0,0,0,0
15333,Mid-Retail,Retired,0,Neutral,Mid-Retail Retired,Casa,MEDIUM,-1,0.0,0.0,0.0,4.0,0.0,0,0,0,0
15334,Mid-Retail,Pre-Retirement,1,Neutral,Mid-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
15335,Mid-Retail,Established Professional,2,Champion,Mid-Retail Established Professional,Casa,CRITICAL,-1,1.0,41572.0,3.0,2.0,0.0,0,0,1,0
15336,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
15337,Mid-Retail,Pre-Retirement,2,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15338,Upper-Retail,Young Family,3,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,3,0.0,0.0,4.0,1.0,0.0,0,0,1,0
15339,Upper-Retail,Pre-Retirement,2,Champion,Upper-Retail Pre-Retirement,Casa,HIGH,0,1.0,25951.0,4.0,5.0,0.0,0,0,0,0
15340,Upper-Retail,Established Family,1,Champion,Upper-Retail Established Family,Casa,HIGH,-1,0.0,0.0,3.0,2.0,0.0,0,0,0,0
15341,Upper-Retail,Established Family,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,1,1.0,6349.0,4.0,5.0,0.0,0,0,1,0
15342,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,3.0,0.0,0,0,0,0
15343,Mid-Retail,Established Family,2,At-Risk,Mid-Retail Established Family,Casa,LOW,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
15344,Mid-Retail,Young Single,0,At-Risk,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15345,Mid-Retail,Young Professional,2,Neutral,Mid-Retail Young Professional,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,1,0
15346,Mid-Retail,Retired,1,At-Risk,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
15347,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15348,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,3.0,2.0,0.0,0,0,0,0
15349,Mid-Retail,Established Professional,0,Champion,Mid-Retail Established Professional,Casa,CRITICAL,-1,0.0,0.0,0.0,1.0,1.0,0,0,0,0
15350,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,1.0,8061.0,1.0,1.0,0.0,0,0,0,0
15351,Mid-Retail,Young Family,2,Neutral,Mid-Retail Young Family,Casa,LOW,-1,0.0,0.0,2.0,0.0,0.0,0,0,0,0
15352,Mid-Retail,Established Family,2,Neutral,Mid-Retail Established Family,Casa,LOW,-1,0.0,0.0,2.0,3.0,0.0,0,0,0,0
15353,Mid-Retail,Young Professional,2,Neutral,Mid-Retail Young Professional,Casa,LOW,-1,0.0,0.0,2.0,0.0,0.0,0,0,1,0
15354,Mid-Retail,Young Single,0,At-Risk,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15355,Mid-Retail,Pre-Retirement,2,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,1.0,10232.0,3.0,5.0,0.2,0,0,0,0
15356,Mid-Retail,Young Family,2,Neutral,Mid-Retail Young Family,Casa,LOW,-1,1.0,40667.0,2.0,1.0,0.0,0,0,1,0
15357,Upper-Retail,Retired,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,1,0.0,0.0,2.0,2.0,0.0,0,0,1,0
15358,Entry-Retail,Young Professional,1,Neutral,Entry-Retail Young Professional,Casa,MEDIUM,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
15359,Upper-Retail,Established Family,2,Champion,Upper-Retail Established Family,Casa,HIGH,2,1.0,10951.0,2.0,2.0,0.0,0,0,0,0
15360,Mid-Retail,Established Family,3,Neutral,Mid-Retail Established Family,Casa,LOW,-1,1.0,30195.0,3.0,0.0,0.0,0,0,1,0
15361,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,3.0,2.0,0.0,0,0,0,0
15362,Mid-Retail,Pre-Retirement,1,Neutral,Mid-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,1.0,7.0,0.0,0,0,0,0
15363,Mid-Retail,Young Single,0,At-Risk,Mid-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15364,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
15365,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,3.0,3.0,0.0,0,0,0,0
15366,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,1.0,7356.0,3.0,2.0,0.0,0,0,0,0
15367,Mid-Retail,Established Family,1,Neutral,Mid-Retail Established Family,Casa,LOW,-1,1.0,11145.0,2.0,1.0,0.0,0,0,0,0
15368,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
15369,Mid-Retail,Established Family,2,At-Risk,Mid-Retail Established Family,Casa,LOW,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
15370,Mid-Retail,Established Family,3,Champion,Mid-Retail Established Family,Casa,HIGH,-1,1.0,24996.0,4.0,3.0,0.3333333333333333,0,0,1,0
15371,Mid-Retail,Young Single,0,Neutral,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
15372,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,2.0,3.0,0.0,0,0,0,0
15373,Upper-Retail,Retired,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,0,1.0,13260.0,2.0,2.0,0.0,0,0,1,0
15374,Mid-Retail,Young Professional,0,Neutral,Mid-Retail Young Professional,Casa,LOW,-1,0.0,0.0,0.0,4.0,0.0,0,0,0,0
15375,Upper-Retail,Established Family,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,1,0.0,0.0,2.0,2.0,0.0,0,0,1,0
15376,Upper-Retail,Young Family,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,0,1.0,5767.0,4.0,3.0,0.0,0,0,1,0
15377,Mid-Retail,Retired,0,Champion,Mid-Retail Retired,Casa,HIGH,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
15378,Upper-Retail,Pre-Retirement,1,Neutral,Upper-Retail Pre-Retirement,Casa,HIGH,-1,1.0,21007.0,3.0,2.0,0.0,0,0,0,0
15379,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,HIGH,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
15380,Entry-Retail,Young Single,1,Neutral,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
15381,Mid-Retail,Established Family,1,Neutral,Mid-Retail Established Family,Casa,MEDIUM,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15382,Mid-Retail,Young Professional,1,At-Risk,Mid-Retail Young Professional,Casa,LOW,-1,0.0,0.0,1.0,2.0,0.0,0,0,1,0
15383,Mid-Retail,Young Professional,3,Champion,Mid-Retail Young Professional,Casa,CRITICAL,-1,0.0,0.0,3.0,3.0,0.0,0,0,1,0
15384,Mid-Retail,Young Professional,1,At-Risk,Mid-Retail Young Professional,Casa,HIGH,-1,0.0,0.0,1.0,1.0,0.0,0,0,1,0
15385,Mid-Retail,Young Single,2,Neutral,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,3.0,3.0,0.0,0,0,1,0
15386,Mid-Retail,Pre-Retirement,2,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,2.0,30523.0,3.0,2.0,0.0,0,0,0,0
15387,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,MEDIUM,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
15388,Upper-Retail,Young Professional,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,MEDIUM,3,0.0,0.0,2.0,2.0,0.0,0,0,1,0
15389,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,2.0,3.0,0.0,0,0,0,0
15390,Mid-Retail,Retired,0,At-Risk,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15391,Upper-Retail,Established Family,1,Neutral,Upper-Retail Established Family,Casa,LOW,-1,0.0,0.0,2.0,3.0,0.0,0,0,0,0
15392,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
15393,Mid-Retail,Pre-Retirement,1,Neutral,Mid-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
15394,Mid-Retail,Established Professional,1,Champion,Mid-Retail Established Professional,Casa,CRITICAL,-1,1.0,18543.0,2.0,2.0,0.5,0,0,0,0
15395,Upper-Retail,Retired,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,1,0.0,0.0,3.0,3.0,0.0,0,0,1,0
15396,Mid-Retail,Established Professional,2,Champion,Mid-Retail Established Professional,Casa,CRITICAL,-1,1.0,13278.0,3.0,3.0,0.0,0,0,0,0
15397,Mid-Retail,Established Professional,1,At-Risk,Mid-Retail Established Professional,Casa,LOW,-1,0.0,0.0,2.0,0.0,0.0,0,0,1,0
15398,Upper-Retail,Pre-Retirement,2,Champion,Upper-Retail Pre-Retirement,Casa,CRITICAL,2,0.0,0.0,2.0,2.0,0.0,0,0,0,0
15399,Mid-Retail,Pre-Retirement,2,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,3.0,1.0,0.0,0,0,1,0
15400,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15401,Upper-Retail,Pre-Retirement,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,3,0.0,0.0,3.0,4.0,0.0,0,0,1,0
15402,Mid-Retail,Established Family,1,Neutral,Mid-Retail Established Family,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15403,Mid-Retail,Pre-Retirement,2,Neutral,Mid-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,3.0,1.0,0.0,0,0,0,0
15404,Upper-Retail,Established Family,2,Champion,Upper-Retail Established Family,Casa,CRITICAL,2,1.0,11435.0,3.0,2.0,0.0,0,0,0,0
15405,Mid-Retail,Retired,1,Neutral,Mid-Retail Retired,Casa,MEDIUM,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
15406,Upper-Retail,Pre-Retirement,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,0,2.0,36170.0,3.0,5.0,0.0,0,0,1,0
15407,Upper-Retail,Established Family,1,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,-1,0.0,0.0,2.0,3.0,0.3333333333333333,0,0,1,0
15408,Mid-Retail,Retired,2,At-Risk,Mid-Retail Retired,Casa,MEDIUM,-1,0.0,0.0,2.0,0.0,0.0,0,0,1,0
15409,Mid-Retail,Established Family,2,Neutral,Mid-Retail Established Family,Casa,LOW,-1,1.0,17649.0,3.0,1.0,0.0,0,0,1,0
15410,Mid-Retail,Young Single,2,Neutral,Mid-Retail Young Single,Casa,HIGH,-1,0.0,0.0,2.0,2.0,0.0,0,0,1,0
15411,Upper-Retail,Young Family,1,Neutral,Affluent Young Families,Casa+Salute,MEDIUM,-1,0.0,0.0,2.0,2.0,0.5,0,0,0,0
15412,Mid-Retail,Young Professional,2,Neutral,Mid-Retail Young Professional,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
